Date,CA,CAName,DailyPositive,CumulativePositive,CrudeRatePositive,DailyDeaths,CumulativeDeaths,CrudeRateDeaths,CumulativeNegative,CrudeRateNegative,TotalTests,PositiveTests,PositivePercentage,TotalPillar1,TotalPillar2
20200228,S12000038,Renfrewshire,0,0,0,0,0,0,16,8.93355667225014,4,0,0,4,0
20200228,S12000039,West Dunbartonshire,0,0,0,0,0,0,10,11.2447992803328,0,0,0,0,0
20200228,S12000040,West Lothian,0,0,0,0,0,0,27,14.7460404150737,4,0,0,4,0
20200228,S12000041,Angus,1,1,0.860585197934596,0,0,0,29,24.9569707401033,2,2,100,2,0
20200228,S12000042,Dundee City,0,0,0,0,0,0,21,14.0637556924725,3,0,0,3,0
20200228,S12000045,East Dunbartonshire,0,0,0,0,0,0,10,9.20471281296023,2,0,0,2,0
20200228,S12000047,Fife,0,0,0,0,0,0,65,17.4006157140945,14,0,0,14,0
20200228,S12000048,Perth & Kinross,0,0,0,0,0,0,28,18.4271141822968,1,0,0,1,0
20200228,S12000049,Glasgow City,0,0,0,0,0,0,75,11.8460955269143,19,0,0,19,0
20200228,S12000050,North Lanarkshire,0,0,0,0,0,0,30,8.78811846383689,8,0,0,8,0
20200229,S12000005,Clackmannanshire,0,0,0,0,0,0,13,25.2231276678308,0,0,0,0,0
20200229,S12000006,Dumfries & Galloway,0,0,0,0,0,0,28,18.8096197769717,6,0,0,6,0
20200229,S12000008,East Ayrshire,0,0,0,0,0,0,10,8.196049504139,1,0,0,1,0
20200229,S12000010,East Lothian,0,0,0,0,0,0,14,13.0731160705948,1,0,0,1,0
20200229,S12000011,East Renfrewshire,0,0,0,0,0,0,4,4.18716633518267,0,0,0,0,0
20200229,S12000013,Na h-Eileanan Siar,0,0,0,0,0,0,1,3.74251497005988,0,0,0,0,0
20200229,S12000014,Falkirk,0,0,0,0,0,0,33,20.5109080738393,9,0,0,9,0
20200229,S12000017,Highland,0,0,0,0,0,0,32,13.5690963829877,3,0,0,3,0
20200229,S12000018,Inverclyde,0,0,0,0,0,0,10,12.853470437018,1,0,0,1,0
20200229,S12000019,Midlothian,0,0,0,0,0,0,15,16.2232316677482,0,0,0,0,0
20200229,S12000020,Moray,0,0,0,0,0,0,13,13.5671049885201,2,0,0,2,0
20200229,S12000021,North Ayrshire,0,0,0,0,0,0,16,11.8747216862105,2,0,0,2,0
20200229,S12000023,Orkney Islands,0,0,0,0,0,0,4,17.961383026493,0,0,0,0,0
20200229,S12000026,Scottish Borders,0,0,0,0,0,0,27,23.3745996017661,3,0,0,3,0
20200229,S12000027,Shetland Islands,0,0,0,0,0,0,0,0,0,0,0,0,0
20200229,S12000028,South Ayrshire,0,0,0,0,0,0,4,3.55208240831187,1,0,0,1,0
20200229,S12000029,South Lanarkshire,0,1,0.311983277696316,0,0,0,28,8.73553177549683,4,0,0,4,0
20200229,S12000030,Stirling,0,0,0,0,0,0,25,26.536461097548,5,0,0,5,0
20200229,S12000033,Aberdeen City,0,0,0,0,0,0,32,13.9939651025495,0,0,0,0,0
20200229,S12000034,Aberdeenshire,0,0,0,0,0,0,38,14.5476819417327,2,0,0,2,0
20200229,S12000035,Argyll & Bute,0,0,0,0,0,0,3,3.49365319669268,1,0,0,1,0
20200229,S12000036,City of Edinburgh,0,0,0,0,0,0,128,24.3842036081001,2,0,0,2,0
20200229,S12000038,Renfrewshire,0,0,0,0,0,0,18,10.0502512562814,3,0,0,3,0
20200229,S12000039,West Dunbartonshire,0,0,0,0,0,0,10,11.2447992803328,0,0,0,0,0
20200229,S12000040,West Lothian,0,0,0,0,0,0,28,15.2921900600765,1,0,0,1,0
20200229,S12000041,Angus,0,1,0.860585197934596,0,0,0,29,24.9569707401033,0,0,0,0,0
20200229,S12000042,Dundee City,0,0,0,0,0,0,22,14.733458344495,1,0,0,1,0
20200229,S12000045,East Dunbartonshire,0,0,0,0,0,0,14,12.8865979381443,6,0,0,6,0
20200229,S12000047,Fife,0,0,0,0,0,0,70,18.7391246151787,5,0,0,5,0
20200229,S12000048,Perth & Kinross,0,0,0,0,0,0,28,18.4271141822968,0,0,0,0,0
20200229,S12000049,Glasgow City,0,0,0,0,0,0,89,14.0573666919383,20,0,0,20,0
20200229,S12000050,North Lanarkshire,0,0,0,0,0,0,34,9.95986759234848,6,0,0,6,0
20200301,S12000005,Clackmannanshire,1,1,1.94024058983314,0,0,0,14,27.1633682576639,2,1,50,2,0
20200301,S12000006,Dumfries & Galloway,0,0,0,0,0,0,32,21.496708316539,4,0,0,4,0
20200301,S12000008,East Ayrshire,0,0,0,0,0,0,14,11.4744693057946,4,0,0,4,0
20200301,S12000010,East Lothian,0,0,0,0,0,0,15,14.0069100756373,1,0,0,1,0
20200301,S12000011,East Renfrewshire,0,0,0,0,0,0,8,8.37433267036533,4,0,0,4,0
20200301,S12000013,Na h-Eileanan Siar,0,0,0,0,0,0,1,3.74251497005988,0,0,0,0,0
20200301,S12000014,Falkirk,0,0,0,0,0,0,34,21.1324507427435,1,0,0,1,0
20200301,S12000017,Highland,0,0,0,0,0,0,32,13.5690963829877,0,0,0,0,0
20200301,S12000018,Inverclyde,0,0,0,0,0,0,13,16.7095115681234,3,0,0,3,0
20200301,S12000019,Midlothian,0,0,0,0,0,0,16,17.3047804455981,2,0,0,2,0
20200301,S12000020,Moray,1,1,1.0436234606554,0,0,0,14,14.6107284491755,3,1,33.3333333333333,3,0
20200301,S12000021,North Ayrshire,0,0,0,0,0,0,18,13.3590618969868,2,0,0,2,0
20200301,S12000023,Orkney Islands,0,0,0,0,0,0,4,17.961383026493,0,0,0,0,0
20200301,S12000026,Scottish Borders,0,0,0,0,0,0,29,25.1060514241191,3,0,0,3,0
20200301,S12000027,Shetland Islands,0,0,0,0,0,0,0,0,0,0,0,0,0
20200301,S12000028,South Ayrshire,0,0,0,0,0,0,5,4.44010301038984,1,0,0,1,0
20200301,S12000029,South Lanarkshire,0,1,0.311983277696316,0,0,0,31,9.67148160858578,3,0,0,3,0
20200301,S12000030,Stirling,0,0,0,0,0,0,27,28.6593779853519,3,0,0,3,0
20200301,S12000033,Aberdeen City,0,0,0,0,0,0,35,15.3058993309135,3,0,0,3,0
20200301,S12000034,Aberdeenshire,0,0,0,0,0,0,39,14.9305156770415,1,0,0,1,0
20200301,S12000035,Argyll & Bute,0,0,0,0,0,0,4,4.6582042622569,1,0,0,1,0
20200301,S12000036,City of Edinburgh,0,0,0,0,0,0,139,26.4797211056712,13,0,0,13,0
20200301,S12000038,Renfrewshire,0,0,0,0,0,0,24,13.4003350083752,6,0,0,6,0
20200301,S12000039,West Dunbartonshire,0,0,0,0,0,0,11,12.3692792083661,1,0,0,1,0
20200301,S12000040,West Lothian,0,0,0,0,0,0,30,16.3844893500819,2,0,0,2,0
20200301,S12000041,Angus,0,1,0.860585197934596,0,0,0,32,27.5387263339071,3,0,0,3,0
20200301,S12000042,Dundee City,0,0,0,0,0,0,22,14.733458344495,0,0,0,0,0
20200301,S12000045,East Dunbartonshire,0,0,0,0,0,0,16,14.7275405007364,2,0,0,2,0
20200301,S12000047,Fife,0,0,0,0,0,0,71,19.0068263953955,2,0,0,2,0
20200301,S12000048,Perth & Kinross,0,0,0,0,0,0,28,18.4271141822968,0,0,0,0,0
20200301,S12000049,Glasgow City,0,0,0,0,0,0,99,15.6368460955269,12,0,0,12,0
20200301,S12000050,North Lanarkshire,0,0,0,0,0,0,39,11.424554002988,6,0,0,6,0
20200302,S12000005,Clackmannanshire,0,1,1.94024058983314,0,0,0,17,32.9840900271634,4,0,0,4,0
20200302,S12000006,Dumfries & Galloway,0,0,0,0,0,0,44,29.5579739352412,12,0,0,12,0
20200302,S12000008,East Ayrshire,0,0,0,0,0,0,15,12.2940742562085,1,0,0,1,0
20200302,S12000010,East Lothian,0,0,0,0,0,0,20,18.6758801008498,6,0,0,6,0
20200302,S12000011,East Renfrewshire,0,0,0,0,0,0,11,11.5147074217523,3,0,0,3,0
20200302,S12000013,Na h-Eileanan Siar,0,0,0,0,0,0,1,3.74251497005988,0,0,0,0,0
20200302,S12000014,Falkirk,0,0,0,0,0,0,38,23.6186214183604,5,0,0,5,0
20200302,S12000017,Highland,0,0,0,0,0,0,34,14.4171649069245,3,0,0,3,0
20200302,S12000018,Inverclyde,0,0,0,0,0,0,17,21.8508997429306,4,0,0,4,0
20200302,S12000019,Midlothian,0,0,0,0,0,0,19,20.5494267791477,7,0,0,7,0
20200302,S12000020,Moray,0,1,1.0436234606554,0,0,0,15,15.6543519098309,1,0,0,1,0
20200302,S12000021,North Ayrshire,1,1,0.742170105388155,0,0,0,22,16.3277423185394,5,1,20,5,0
20200302,S12000023,Orkney Islands,0,0,0,0,0,0,4,17.961383026493,0,0,0,0,0
20200302,S12000026,Scottish Borders,0,0,0,0,0,0,32,27.7032291576487,3,0,0,3,0
20200302,S12000027,Shetland Islands,0,0,0,0,0,0,0,0,0,0,0,0,0
20200302,S12000028,South Ayrshire,0,0,0,0,0,0,8,7.10416481662375,4,0,0,4,0
20200302,S12000029,South Lanarkshire,0,1,0.311983277696316,0,0,0,47,14.6632140517268,19,0,0,19,0
20200302,S12000030,Stirling,0,0,0,0,0,0,34,36.0895870926653,12,0,0,12,0
20200302,S12000033,Aberdeen City,0,0,0,0,0,0,45,19.6790134254603,11,0,0,11,0
20200302,S12000034,Aberdeenshire,0,0,0,0,0,0,45,17.227518088894,6,0,0,6,0
20200302,S12000035,Argyll & Bute,0,0,0,0,0,0,4,4.6582042622569,0,0,0,0,0
20200302,S12000036,City of Edinburgh,0,0,0,0,0,0,170,32.385270417008,32,0,0,32,0
20200302,S12000038,Renfrewshire,0,0,0,0,0,0,34,18.9838079285315,12,0,0,12,0
20200302,S12000039,West Dunbartonshire,0,0,0,0,0,0,17,19.1161587765658,6,0,0,6,0
20200302,S12000040,West Lothian,0,0,0,0,0,0,35,19.1152375750956,5,0,0,5,0
20200302,S12000041,Angus,0,1,0.860585197934596,0,0,0,35,30.1204819277108,12,3,25,12,0
20200302,S12000042,Dundee City,0,0,0,0,0,0,24,16.07286364854,2,0,0,2,0
20200302,S12000045,East Dunbartonshire,0,0,0,0,0,0,22,20.2503681885125,9,0,0,9,0
20200302,S12000047,Fife,0,0,0,0,0,0,84,22.4869495382144,14,0,0,14,0
20200302,S12000048,Perth & Kinross,0,0,0,0,0,0,29,19.0852254030931,5,0,0,5,0
20200302,S12000049,Glasgow City,0,0,0,0,0,0,138,21.7968157695224,46,0,0,46,0
20200302,S12000050,North Lanarkshire,0,0,0,0,0,0,49,14.3539268242669,13,0,0,13,0
20200303,S12000005,Clackmannanshire,1,2,3.88048117966628,0,0,0,20,38.8048117966628,4,1,25,4,0
20200303,S12000006,Dumfries & Galloway,0,0,0,0,0,0,53,35.6039231492678,8,0,0,8,0
20200303,S12000008,East Ayrshire,0,0,0,0,0,0,20,16.392099008278,5,0,0,5,0
20200303,S12000010,East Lothian,0,0,0,0,0,0,23,21.4772621159772,3,0,0,3,0
20200303,S12000011,East Renfrewshire,0,0,0,0,0,0,12,12.561499005548,2,0,0,2,0
20200303,S12000013,Na h-Eileanan Siar,0,0,0,0,0,0,2,7.48502994011976,1,0,0,1,0
20200303,S12000014,Falkirk,0,0,0,0,0,0,52,32.3202187830195,21,0,0,21,0
20200303,S12000017,Highland,0,0,0,0,0,0,38,16.1133019547979,4,0,0,4,0
20200303,S12000018,Inverclyde,0,0,0,0,0,0,20,25.706940874036,3,0,0,3,0
20200303,S12000019,Midlothian,0,0,0,0,0,0,31,33.5280121133463,12,0,0,12,0
20200303,S12000020,Moray,0,1,1.0436234606554,0,0,0,16,16.6979753704863,1,0,0,1,0
20200303,S12000021,North Ayrshire,0,1,0.742170105388155,0,0,0,26,19.296422740092,6,0,0,6,0
20200303,S12000023,Orkney Islands,0,0,0,0,0,0,5,22.4517287831163,1,0,0,1,0
20200303,S12000026,Scottish Borders,0,0,0,0,0,0,34,29.4346809800017,2,0,0,2,0
20200303,S12000027,Shetland Islands,0,0,0,0,0,0,0,0,0,0,0,0,0
20200303,S12000028,South Ayrshire,0,0,0,0,0,0,15,13.3203090311695,7,0,0,7,0
20200303,S12000029,South Lanarkshire,0,1,0.311983277696316,0,0,0,68,21.2148628833495,21,0,0,21,0
20200303,S12000030,Stirling,0,0,0,0,0,0,34,36.0895870926653,0,0,0,0,0
20200303,S12000033,Aberdeen City,0,0,0,0,0,0,49,21.428259063279,5,0,0,5,0
20200303,S12000034,Aberdeenshire,1,1,0.382833735308755,0,0,0,51,19.5245205007465,8,1,12.5,8,0
20200303,S12000035,Argyll & Bute,0,0,0,0,0,0,10,11.6455106556422,6,0,0,6,0
20200303,S12000036,City of Edinburgh,0,0,0,0,0,0,190,36.1953022307736,22,0,0,22,0
20200303,S12000038,Renfrewshire,0,0,0,0,0,0,36,20.1005025125628,3,0,0,3,0
20200303,S12000039,West Dunbartonshire,1,1,1.12447992803328,0,0,0,23,25.8630383447655,12,2,16.6666666666667,12,0
20200303,S12000040,West Lothian,0,0,0,0,0,0,45,24.5767340251229,10,0,0,10,0
20200303,S12000041,Angus,0,1,0.860585197934596,0,0,0,36,30.9810671256454,9,2,22.2222222222222,9,0
20200303,S12000042,Dundee City,0,0,0,0,0,0,31,20.7607822126976,13,0,0,13,0
20200303,S12000045,East Dunbartonshire,0,0,0,0,0,0,25,23.0117820324006,4,0,0,4,0
20200303,S12000047,Fife,0,0,0,0,0,0,95,25.4316691205997,13,0,0,13,0
20200303,S12000048,Perth & Kinross,0,0,0,0,0,0,39,25.6663376110563,13,0,0,13,0
20200303,S12000049,Glasgow City,0,0,0,0,0,0,178,28.1147333838767,46,0,0,46,0
20200303,S12000050,North Lanarkshire,0,0,0,0,0,0,57,16.6974250812901,13,0,0,13,0
20200304,S12000005,Clackmannanshire,0,2,3.88048117966628,0,0,0,23,44.6255335661622,11,2,18.181818181818198,11,0
20200304,S12000006,Dumfries & Galloway,0,0,0,0,0,0,63,42.3216444981862,11,0,0,11,0
20200304,S12000008,East Ayrshire,0,0,0,0,0,0,21,17.2117039586919,1,0,0,1,0
20200304,S12000010,East Lothian,0,0,0,0,0,0,28,26.1462321411896,5,0,0,5,0
20200304,S12000011,East Renfrewshire,0,0,0,0,0,0,18,18.842248508322,8,0,0,8,0
20200304,S12000013,Na h-Eileanan Siar,0,0,0,0,0,0,3,11.2275449101796,1,0,0,1,0
20200304,S12000014,Falkirk,1,1,0.62154266890422,0,0,0,62,38.5356454720617,14,2,14.285714285714299,14,0
20200304,S12000017,Highland,0,0,0,0,0,0,45,19.0815417885765,7,0,0,7,0
20200304,S12000018,Inverclyde,0,0,0,0,0,0,21,26.9922879177378,1,0,0,1,0
20200304,S12000019,Midlothian,0,0,0,0,0,0,32,34.6095608911962,2,0,0,2,0
20200304,S12000020,Moray,1,2,2.08724692131079,0,0,0,17,17.7415988311417,2,1,50,2,0
20200304,S12000021,North Ayrshire,0,1,0.742170105388155,0,0,0,33,24.4916134778091,12,1,8.33333333333333,12,0
20200304,S12000023,Orkney Islands,0,0,0,0,0,0,5,22.4517287831163,0,0,0,0,0
20200304,S12000026,Scottish Borders,0,0,0,0,0,0,37,32.0318587135313,3,0,0,3,0
20200304,S12000027,Shetland Islands,0,0,0,0,0,0,1,4.3630017452007,1,0,0,1,0
20200304,S12000028,South Ayrshire,0,0,0,0,0,0,16,14.2083296332475,1,0,0,1,0
20200304,S12000029,South Lanarkshire,0,1,0.311983277696316,0,0,0,80,24.9586622157052,12,0,0,12,0
20200304,S12000030,Stirling,0,0,0,0,0,0,39,41.3968793121749,7,0,0,7,0
20200304,S12000033,Aberdeen City,1,1,0.437311409454673,0,0,0,51,22.3028818821883,3,1,33.3333333333333,3,0
20200304,S12000034,Aberdeenshire,0,1,0.382833735308755,0,0,0,53,20.290187971364,2,0,0,2,0
20200304,S12000035,Argyll & Bute,0,0,0,0,0,0,11,12.8100617212065,1,0,0,1,0
20200304,S12000036,City of Edinburgh,1,1,0.190501590688282,0,0,0,211,40.1958356352276,25,1,4,25,0
20200304,S12000038,Renfrewshire,0,0,0,0,0,0,43,24.0089335566723,10,0,0,10,0
20200304,S12000039,West Dunbartonshire,0,1,1.12447992803328,0,0,0,32,35.9833576970651,11,0,0,11,0
20200304,S12000040,West Lothian,0,0,0,0,0,0,47,25.6690333151283,2,0,0,2,0
20200304,S12000041,Angus,0,1,0.860585197934596,0,0,0,39,33.5628227194492,3,0,0,3,0
20200304,S12000042,Dundee City,0,0,0,0,0,0,34,22.7698901687651,6,0,0,6,0
20200304,S12000045,East Dunbartonshire,0,0,0,0,0,0,30,27.6141384388807,8,0,0,8,0
20200304,S12000047,Fife,2,2,0.535403560433677,0,0,0,96,25.6993709008165,3,2,66.6666666666667,3,0
20200304,S12000048,Perth & Kinross,0,0,0,0,0,0,43,28.2987824942415,11,0,0,11,0
20200304,S12000049,Glasgow City,0,0,0,0,0,0,223,35.2223907000253,53,0,0,53,0
20200304,S12000050,North Lanarkshire,0,0,0,0,0,0,66,19.3338606204412,13,0,0,13,0
20200305,S12000005,Clackmannanshire,0,2,3.88048117966628,0,0,0,27,52.3864959254948,4,0,0,4,0
20200305,S12000006,Dumfries & Galloway,0,0,0,0,0,0,69,46.3522773075373,6,0,0,6,0
20200305,S12000008,East Ayrshire,0,0,0,0,0,0,28,22.9489386115892,7,0,0,7,0
20200305,S12000010,East Lothian,0,0,0,0,0,0,31,28.9476141563171,3,0,0,3,0
20200305,S12000011,East Renfrewshire,0,0,0,0,0,0,25,26.1697895948917,8,0,0,8,0
20200305,S12000013,Na h-Eileanan Siar,0,0,0,0,0,0,3,11.2275449101796,2,0,0,2,0
20200305,S12000014,Falkirk,0,1,0.62154266890422,0,0,0,69,42.8864441543912,10,0,0,10,0
20200305,S12000017,Highland,0,0,0,0,0,0,51,21.6257473603867,7,0,0,7,0
20200305,S12000018,Inverclyde,0,0,0,0,0,0,25,32.133676092545,6,0,0,6,0
20200305,S12000019,Midlothian,0,0,0,0,0,0,32,34.6095608911962,0,0,0,0,0
20200305,S12000020,Moray,0,2,2.08724692131079,0,0,0,17,17.7415988311417,6,1,16.6666666666667,6,0
20200305,S12000021,North Ayrshire,0,1,0.742170105388155,0,0,0,37,27.4602938993617,5,0,0,5,0
20200305,S12000023,Orkney Islands,0,0,0,0,0,0,5,22.4517287831163,0,0,0,0,0
20200305,S12000026,Scottish Borders,0,0,0,0,0,0,38,32.8975846247078,1,0,0,1,0
20200305,S12000027,Shetland Islands,0,0,0,0,0,0,2,8.7260034904014,2,0,0,2,0
20200305,S12000028,South Ayrshire,0,0,0,0,0,0,21,18.6484326436373,5,0,0,5,0
20200305,S12000029,South Lanarkshire,0,1,0.311983277696316,0,0,0,90,28.0784949926684,13,0,0,13,0
20200305,S12000030,Stirling,0,0,0,0,0,0,42,44.5812546438807,4,0,0,4,0
20200305,S12000033,Aberdeen City,0,1,0.437311409454673,0,0,0,52,22.740193291643,1,0,0,1,0
20200305,S12000034,Aberdeenshire,0,1,0.382833735308755,0,0,0,57,21.8215229125991,8,1,12.5,8,0
20200305,S12000035,Argyll & Bute,0,0,0,0,0,0,13,15.1391638523349,2,0,0,2,0
20200305,S12000036,City of Edinburgh,0,1,0.190501590688282,0,0,0,227,43.2438610862401,23,1,4.347826086956521,23,0
20200305,S12000038,Renfrewshire,0,0,0,0,0,0,49,27.3590173087661,9,0,0,9,0
20200305,S12000039,West Dunbartonshire,0,1,1.12447992803328,0,0,0,39,43.8547171932981,10,0,0,10,0
20200305,S12000040,West Lothian,0,0,0,0,0,0,51,27.8536318951393,5,0,0,5,0
20200305,S12000041,Angus,0,1,0.860585197934596,0,0,0,46,39.5869191049914,14,2,14.285714285714299,14,0
20200305,S12000042,Dundee City,0,0,0,0,0,0,35,23.4395928207876,6,0,0,6,0
20200305,S12000045,East Dunbartonshire,0,0,0,0,0,0,35,32.2164948453608,8,0,0,8,0
20200305,S12000047,Fife,0,2,0.535403560433677,0,0,0,105,28.108686922768,9,0,0,9,0
20200305,S12000048,Perth & Kinross,0,0,0,0,0,0,47,30.9312273774268,9,0,0,9,0
20200305,S12000049,Glasgow City,1,1,0.157947940358858,0,0,0,267,42.172100075815,50,2,4,50,0
20200305,S12000050,North Lanarkshire,1,1,0.292937282127896,0,0,0,77,22.556170723848,18,1,5.55555555555556,18,0
20200306,S12000005,Clackmannanshire,0,2,3.88048117966628,0,0,0,29,56.266977105161,10,1,10,10,0
20200306,S12000006,Dumfries & Galloway,0,0,0,0,0,0,85,57.1006314658068,15,0,0,15,0
20200306,S12000008,East Ayrshire,0,0,0,0,0,0,32,26.2273584132448,4,0,0,4,0
20200306,S12000010,East Lothian,0,0,0,0,0,0,36,33.6165841815296,5,0,0,5,0
20200306,S12000011,East Renfrewshire,1,1,1.04679158379567,0,0,0,34,35.5909138490527,11,1,9.09090909090909,11,0
20200306,S12000013,Na h-Eileanan Siar,0,0,0,0,0,0,4,14.9700598802395,2,0,0,2,0
20200306,S12000014,Falkirk,0,1,0.62154266890422,0,0,0,81,50.3449561812418,22,1,4.545454545454549,22,0
20200306,S12000017,Highland,0,0,0,0,0,0,54,22.8978501462918,3,0,0,3,0
20200306,S12000018,Inverclyde,0,0,0,0,0,0,28,35.9897172236504,3,0,0,3,0
20200306,S12000019,Midlothian,1,1,1.08154877784988,0,0,0,33,35.6911096690461,2,1,50,2,0
20200306,S12000020,Moray,0,2,2.08724692131079,0,0,0,20,20.8724692131079,3,0,0,3,0
20200306,S12000021,North Ayrshire,0,1,0.742170105388155,0,0,0,42,31.1711444263025,9,0,0,9,0
20200306,S12000023,Orkney Islands,0,0,0,0,0,0,7,31.4324202963628,2,0,0,2,0
20200306,S12000026,Scottish Borders,0,0,0,0,0,0,43,37.2262141805904,5,0,0,5,0
20200306,S12000027,Shetland Islands,2,2,8.7260034904014,0,0,0,2,8.7260034904014,2,2,100,2,0
20200306,S12000028,South Ayrshire,0,0,0,0,0,0,21,18.6484326436373,0,0,0,0,0
20200306,S12000029,South Lanarkshire,1,2,0.623966555392631,0,0,0,102,31.8222943250242,16,1,6.25,16,0
20200306,S12000030,Stirling,0,0,0,0,0,0,46,48.8270884194884,5,0,0,5,0
20200306,S12000033,Aberdeen City,0,1,0.437311409454673,0,0,0,53,23.1775047010977,4,1,25,4,0
20200306,S12000034,Aberdeenshire,0,1,0.382833735308755,0,0,0,58,22.2043566479078,4,0,0,4,0
20200306,S12000035,Argyll & Bute,0,0,0,0,0,0,18,20.9619191801561,5,0,0,5,0
20200306,S12000036,City of Edinburgh,1,2,0.381003181376565,0,0,0,246,46.8633913093174,23,2,8.695652173913041,23,0
20200306,S12000038,Renfrewshire,0,0,0,0,0,0,63,35.1758793969849,18,0,0,18,0
20200306,S12000039,West Dunbartonshire,0,1,1.12447992803328,0,0,0,47,52.8505566175644,10,0,0,10,0
20200306,S12000040,West Lothian,0,0,0,0,0,0,55,30.0382304751502,6,0,0,6,0
20200306,S12000041,Angus,0,1,0.860585197934596,0,0,0,49,42.1686746987952,12,1,8.33333333333333,12,0
20200306,S12000042,Dundee City,0,0,0,0,0,0,40,26.7881060809001,8,0,0,8,0
20200306,S12000045,East Dunbartonshire,0,0,0,0,0,0,40,36.8188512518409,5,0,0,5,0
20200306,S12000047,Fife,0,2,0.535403560433677,0,0,0,112,29.9825993842859,13,1,7.69230769230769,13,0
20200306,S12000048,Perth & Kinross,0,0,0,0,0,0,56,36.8542283645936,20,0,0,20,0
20200306,S12000049,Glasgow City,0,1,0.157947940358858,0,0,0,304,48.0161738690927,52,0,0,52,0
20200306,S12000050,North Lanarkshire,0,1,0.292937282127896,0,0,0,88,25.7784808272549,13,0,0,13,0
20200307,S12000005,Clackmannanshire,0,2,3.88048117966628,0,0,0,33,64.0279394644936,10,1,10,10,0
20200307,S12000006,Dumfries & Galloway,0,0,0,0,0,0,92,61.8030364100497,7,0,0,7,0
20200307,S12000008,East Ayrshire,1,1,0.819604950413901,0,0,0,35,28.6861732644865,4,1,25,4,0
20200307,S12000010,East Lothian,0,0,0,0,0,0,40,37.3517602016995,4,0,0,4,0
20200307,S12000011,East Renfrewshire,0,1,1.04679158379567,0,0,0,37,38.7312886004397,10,2,20,10,0
20200307,S12000013,Na h-Eileanan Siar,0,0,0,0,0,0,4,14.9700598802395,0,0,0,0,0
20200307,S12000014,Falkirk,0,1,0.62154266890422,0,0,0,85,52.8311268568587,10,1,10,10,0
20200307,S12000017,Highland,0,0,0,0,0,0,58,24.5939871941653,4,0,0,4,0
20200307,S12000018,Inverclyde,0,0,0,0,0,0,28,35.9897172236504,0,0,0,0,0
20200307,S12000019,Midlothian,0,1,1.08154877784988,0,0,0,39,42.1804023361454,10,1,10,10,0
20200307,S12000020,Moray,0,2,2.08724692131079,0,0,0,21,21.9160926737633,1,0,0,1,0
20200307,S12000021,North Ayrshire,0,1,0.742170105388155,0,0,0,47,34.8819949532433,10,0,0,10,0
20200307,S12000023,Orkney Islands,0,0,0,0,0,0,7,31.4324202963628,0,0,0,0,0
20200307,S12000026,Scottish Borders,0,0,0,0,0,0,45,38.9576660029435,2,0,0,2,0
20200307,S12000027,Shetland Islands,0,2,8.7260034904014,0,0,0,4,17.4520069808028,2,0,0,2,0
20200307,S12000028,South Ayrshire,0,0,0,0,0,0,21,18.6484326436373,1,0,0,1,0
20200307,S12000029,South Lanarkshire,0,2,0.623966555392631,0,0,0,112,34.9421271019873,12,1,8.33333333333333,12,0
